CD|||2019,11,19,14,24,4980|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,1|2019,11,19,14,24,1|2019,11,19,14,24,0000000000|2019,11,19,14,24,0000000000|2019,11,19,14,24,24.9|
CD|||2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,1|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,0|2019,11,19,14,24,1|2019,11,19,14,24,1|2019,11,19,14,24,0000000000|2019,11,19,14,24,0000000000|2019,11,19,14,24,25.1|
CD|||2019,11,19,14,25,0|2019,11,19,14,25,0|2019,11,19,14,25,0|2019,11,19,14,25,0|2019,11,19,14,25,0|2019,11,19,14,25,0|2019,11,19,14,25,0|2019,11,19,14,25,0|2019,11,19,14,25,0|2019,11,19,14,25,0|2019,11,19,14,25,1|2019,11,19,14,25,0|2019,11,19,14,25,0|2019,11,19,14,25,0|2019,11,19,14,25,0|2019,11,19,14,25,0|2019,11,19,14,25,1|2019,11,19,14,25,1|2019,11,19,14,25,0000000101|2019,11,19,14,25,0000000095|2019,11,19,14,25,25.3|
CD|||2019,11,19,14,26,0|2019,11,19,14,26,0|2019,11,19,14,26,0|2019,11,19,14,26,0|2019,11,19,14,26,0|2019,11,19,14,26,0|2019,11,19,14,26,1|2019,11,19,14,26,0|2019,11,19,14,26,0|2019,11,19,14,26,0|2019,11,19,14,26,0|2019,11,19,14,26,0|2019,11,19,14,26,0|2019,11,19,14,26,0|2019,11,19,14,26,0|2019,11,19,14,26,0|2019,11,19,14,26,1|2019,11,19,14,26,1|2019,11,19,14,26,0000000101|2019,11,19,14,26,0000000095|2019,11,19,14,26,25.4|
CD|||2019,11,19,14,29,0|2019,11,19,14,29,0|2019,11,19,14,29,0|2019,11,19,14,29,0|2019,11,19,14,29,0|2019,11,19,14,29,0|2019,11,19,14,29,0|2019,11,19,14,29,0|2019,11,19,14,29,0|2019,11,19,14,29,0|2019,11,19,14,29,0|2019,11,19,14,29,0|2019,11,19,14,29,0|2019,11,19,14,29,0|2019,11,19,14,29,0|2019,11,19,14,29,0|2019,11,19,14,29,1|2019,11,19,14,29,1|2019,11,19,14,29,0000000101|2019,11,19,14,29,0000000095|2019,11,19,14,29,0|
CD|||2019,11,20,9,8,15190|2019,11,20,9,8,0|2019,11,20,9,8,0|2019,11,20,9,8,0|2019,11,20,9,8,0|2019,11,20,9,8,0|2019,11,20,9,8,1|2019,11,20,9,8,0|2019,11,20,9,8,0|2019,11,20,9,8,0|2019,11,20,9,8,0|2019,11,20,9,8,0|2019,11,20,9,8,0|2019,11,20,9,8,0|2019,11,20,9,8,0|2019,11,20,9,8,0|2019,11,20,9,8,1|2019,11,20,9,8,1|2019,11,20,9,8,0000000142|2019,11,20,9,8,0000000185|2019,11,20,9,8,22.5|
CD|||2019,11,20,9,31,15190|2019,11,20,9,31,0|2019,11,20,9,31,0|2019,11,20,9,31,0|2019,11,20,9,31,0|2019,11,20,9,31,0|2019,11,20,9,31,1|2019,11,20,9,31,0|2019,11,20,9,31,0|2019,11,20,9,31,0|2019,11,20,9,31,0|2019,11,20,9,31,0|2019,11,20,9,31,0|2019,11,20,9,31,0|2019,11,20,9,31,0|2019,11,20,9,31,0|2019,11,20,9,31,1|2019,11,20,9,31,1|2019,11,20,9,31,0000000142|2019,11,20,9,31,0000000185|2019,11,20,9,31,22.5|
CD|||2019,11,20,10,1,15190|2019,11,20,10,1,0|2019,11,20,10,1,0|2019,11,20,10,1,0|2019,11,20,10,1,0|2019,11,20,10,1,0|2019,11,20,10,1,1|2019,11,20,10,1,0|2019,11,20,10,1,0|2019,11,20,10,1,0|2019,11,20,10,1,0|2019,11,20,10,1,0|2019,11,20,10,1,0|2019,11,20,10,1,0|2019,11,20,10,1,0|2019,11,20,10,1,0|2019,11,20,10,1,1|2019,11,20,10,1,1|2019,11,20,10,1,0000000142|2019,11,20,10,1,0000000185|2019,11,20,10,1,22.5|
CD|||2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,1|2020,0,16,8,38,1|2020,0,16,8,38,0000000142|2020,0,16,8,38,0000000185|2020,0,16,8,38,0|
CD|||2020,0,16,8,38,30|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,1|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,0|2020,0,16,8,38,1|2020,0,16,8,38,1|2020,0,16,8,38,0000000142|2020,0,16,8,38,0000000185|2020,0,16,8,38,14.7|
