CD|||2020,6,20,13,12,1249|2020,6,20,13,12,0|2020,6,20,13,12,0|2020,6,20,13,12,0|2020,6,20,13,12,0|2020,6,20,13,12,0|2020,6,20,13,12,0|2020,6,20,13,12,0|2020,6,20,13,12,0|2020,6,20,13,12,0|2020,6,20,13,12,0|2020,6,20,13,12,0|2020,6,20,13,12,0|2020,6,20,13,12,0|2020,6,20,13,12,0|2020,6,20,13,12,0|2020,6,20,13,12,1|2020,6,20,13,12,1|2020,6,20,13,12,0001443739|2020,6,20,13,12,0000000006|2020,6,20,13,12,20.2|
CD|||2020,6,20,13,22,1273|2020,6,20,13,22,0|2020,6,20,13,22,0|2020,6,20,13,22,0|2020,6,20,13,22,0|2020,6,20,13,22,0|2020,6,20,13,22,0|2020,6,20,13,22,0|2020,6,20,13,22,0|2020,6,20,13,22,0|2020,6,20,13,22,0|2020,6,20,13,22,0|2020,6,20,13,22,0|2020,6,20,13,22,0|2020,6,20,13,22,0|2020,6,20,13,22,0|2020,6,20,13,22,1|2020,6,20,13,22,1|2020,6,20,13,22,0001443745|2020,6,20,13,22,0000000006|2020,6,20,13,22,20.6|
CD|||2020,6,20,13,33,1261|2020,6,20,13,33,0|2020,6,20,13,33,0|2020,6,20,13,33,0|2020,6,20,13,33,0|2020,6,20,13,33,0|2020,6,20,13,33,0|2020,6,20,13,33,0|2020,6,20,13,33,0|2020,6,20,13,33,0|2020,6,20,13,33,0|2020,6,20,13,33,0|2020,6,20,13,33,0|2020,6,20,13,33,0|2020,6,20,13,33,0|2020,6,20,13,33,0|2020,6,20,13,33,1|2020,6,20,13,33,1|2020,6,20,13,33,0001443754|2020,6,20,13,33,0000000006|2020,6,20,13,33,20.4|
CD|||2020,6,20,13,43,1280|2020,6,20,13,43,0|2020,6,20,13,43,0|2020,6,20,13,43,0|2020,6,20,13,43,0|2020,6,20,13,43,0|2020,6,20,13,43,0|2020,6,20,13,43,0|2020,6,20,13,43,0|2020,6,20,13,43,0|2020,6,20,13,43,0|2020,6,20,13,43,0|2020,6,20,13,43,0|2020,6,20,13,43,0|2020,6,20,13,43,0|2020,6,20,13,43,0|2020,6,20,13,43,1|2020,6,20,13,43,1|2020,6,20,13,43,0001443760|2020,6,20,13,43,0000000006|2020,6,20,13,43,20.2|
CD|||2020,6,20,14,7,1280|2020,6,20,14,7,0|2020,6,20,14,7,0|2020,6,20,14,7,0|2020,6,20,14,7,0|2020,6,20,14,7,0|2020,6,20,14,7,0|2020,6,20,14,7,0|2020,6,20,14,7,0|2020,6,20,14,7,0|2020,6,20,14,7,0|2020,6,20,14,7,0|2020,6,20,14,7,0|2020,6,20,14,7,0|2020,6,20,14,7,0|2020,6,20,14,7,0|2020,6,20,14,7,1|2020,6,20,14,7,1|2020,6,20,14,7,0001443815|2020,6,20,14,7,0000000006|2020,6,20,14,7,20.2|
CD|||2020,6,20,14,14,1261|2020,6,20,14,14,0|2020,6,20,14,14,0|2020,6,20,14,14,0|2020,6,20,14,14,0|2020,6,20,14,14,0|2020,6,20,14,14,0|2020,6,20,14,14,0|2020,6,20,14,14,0|2020,6,20,14,14,0|2020,6,20,14,14,0|2020,6,20,14,14,0|2020,6,20,14,14,0|2020,6,20,14,14,0|2020,6,20,14,14,0|2020,6,20,14,14,0|2020,6,20,14,14,1|2020,6,20,14,14,1|2020,6,20,14,14,0001443817|2020,6,20,14,14,0000000006|2020,6,20,14,14,20.4|
CD|||2020,6,20,14,34,1253|2020,6,20,14,34,0|2020,6,20,14,34,0|2020,6,20,14,34,0|2020,6,20,14,34,0|2020,6,20,14,34,0|2020,6,20,14,34,0|2020,6,20,14,34,0|2020,6,20,14,34,0|2020,6,20,14,34,0|2020,6,20,14,34,0|2020,6,20,14,34,0|2020,6,20,14,34,0|2020,6,20,14,34,0|2020,6,20,14,34,0|2020,6,20,14,34,0|2020,6,20,14,34,1|2020,6,20,14,34,1|2020,6,20,14,34,0001443833|2020,6,20,14,34,0000000006|2020,6,20,14,34,19.9|
CD|||2020,6,20,15,4,1260|2020,6,20,15,4,0|2020,6,20,15,4,0|2020,6,20,15,4,0|2020,6,20,15,4,0|2020,6,20,15,4,0|2020,6,20,15,4,0|2020,6,20,15,4,0|2020,6,20,15,4,0|2020,6,20,15,4,0|2020,6,20,15,4,0|2020,6,20,15,4,0|2020,6,20,15,4,0|2020,6,20,15,4,0|2020,6,20,15,4,0|2020,6,20,15,4,0|2020,6,20,15,4,1|2020,6,20,15,4,1|2020,6,20,15,4,0001443904|2020,6,20,15,4,0000000006|2020,6,20,15,4,19.6|
CD|||2020,6,20,15,34,1261|2020,6,20,15,34,0|2020,6,20,15,34,0|2020,6,20,15,34,0|2020,6,20,15,34,0|2020,6,20,15,34,0|2020,6,20,15,34,0|2020,6,20,15,34,0|2020,6,20,15,34,0|2020,6,20,15,34,0|2020,6,20,15,34,0|2020,6,20,15,34,0|2020,6,20,15,34,0|2020,6,20,15,34,0|2020,6,20,15,34,0|2020,6,20,15,34,0|2020,6,20,15,34,1|2020,6,20,15,34,1|2020,6,20,15,34,0001443926|2020,6,20,15,34,0000000006|2020,6,20,15,34,20.4|
CD|||2020,6,20,16,3,1259|2020,6,20,16,3,0|2020,6,20,16,3,0|2020,6,20,16,3,0|2020,6,20,16,3,0|2020,6,20,16,3,0|2020,6,20,16,3,0|2020,6,20,16,3,0|2020,6,20,16,3,0|2020,6,20,16,3,0|2020,6,20,16,3,0|2020,6,20,16,3,0|2020,6,20,16,3,0|2020,6,20,16,3,0|2020,6,20,16,3,0|2020,6,20,16,3,0|2020,6,20,16,3,1|2020,6,20,16,3,1|2020,6,20,16,3,0001443935|2020,6,20,16,3,0000000006|2020,6,20,16,3,21.4|
CD|||2020,6,20,16,33,1289|2020,6,20,16,33,0|2020,6,20,16,33,0|2020,6,20,16,33,0|2020,6,20,16,33,0|2020,6,20,16,33,0|2020,6,20,16,33,0|2020,6,20,16,33,0|2020,6,20,16,33,0|2020,6,20,16,33,0|2020,6,20,16,33,0|2020,6,20,16,33,0|2020,6,20,16,33,0|2020,6,20,16,33,0|2020,6,20,16,33,0|2020,6,20,16,33,0|2020,6,20,16,33,1|2020,6,20,16,33,1|2020,6,20,16,33,0001443982|2020,6,20,16,33,0000000006|2020,6,20,16,33,20|
CD|||2020,6,20,17,3,1253|2020,6,20,17,3,0|2020,6,20,17,3,0|2020,6,20,17,3,0|2020,6,20,17,3,0|2020,6,20,17,3,0|2020,6,20,17,3,0|2020,6,20,17,3,0|2020,6,20,17,3,0|2020,6,20,17,3,0|2020,6,20,17,3,0|2020,6,20,17,3,0|2020,6,20,17,3,0|2020,6,20,17,3,0|2020,6,20,17,3,0|2020,6,20,17,3,0|2020,6,20,17,3,1|2020,6,20,17,3,1|2020,6,20,17,3,0001444076|2020,6,20,17,3,0000000006|2020,6,20,17,3,20|
CD|||2020,6,20,17,33,1271|2020,6,20,17,33,0|2020,6,20,17,33,0|2020,6,20,17,33,0|2020,6,20,17,33,0|2020,6,20,17,33,0|2020,6,20,17,33,0|2020,6,20,17,33,0|2020,6,20,17,33,0|2020,6,20,17,33,0|2020,6,20,17,33,0|2020,6,20,17,33,0|2020,6,20,17,33,0|2020,6,20,17,33,0|2020,6,20,17,33,0|2020,6,20,17,33,0|2020,6,20,17,33,1|2020,6,20,17,33,1|2020,6,20,17,33,0001444120|2020,6,20,17,33,0000000006|2020,6,20,17,33,20.2|
CD|||2020,6,20,18,3,1250|2020,6,20,18,3,0|2020,6,20,18,3,0|2020,6,20,18,3,0|2020,6,20,18,3,0|2020,6,20,18,3,0|2020,6,20,18,3,0|2020,6,20,18,3,0|2020,6,20,18,3,0|2020,6,20,18,3,0|2020,6,20,18,3,0|2020,6,20,18,3,0|2020,6,20,18,3,0|2020,6,20,18,3,0|2020,6,20,18,3,0|2020,6,20,18,3,0|2020,6,20,18,3,1|2020,6,20,18,3,1|2020,6,20,18,3,0001444182|2020,6,20,18,3,0000000006|2020,6,20,18,3,19.7|
CD|||2020,6,20,18,33,1244|2020,6,20,18,33,0|2020,6,20,18,33,0|2020,6,20,18,33,0|2020,6,20,18,33,0|2020,6,20,18,33,0|2020,6,20,18,33,0|2020,6,20,18,33,0|2020,6,20,18,33,0|2020,6,20,18,33,0|2020,6,20,18,33,0|2020,6,20,18,33,0|2020,6,20,18,33,0|2020,6,20,18,33,0|2020,6,20,18,33,0|2020,6,20,18,33,0|2020,6,20,18,33,1|2020,6,20,18,33,1|2020,6,20,18,33,0001444229|2020,6,20,18,33,0000000006|2020,6,20,18,33,21.4|
CD|||2020,6,20,19,3,1293|2020,6,20,19,3,0|2020,6,20,19,3,0|2020,6,20,19,3,0|2020,6,20,19,3,0|2020,6,20,19,3,0|2020,6,20,19,3,0|2020,6,20,19,3,0|2020,6,20,19,3,0|2020,6,20,19,3,0|2020,6,20,19,3,0|2020,6,20,19,3,0|2020,6,20,19,3,0|2020,6,20,19,3,0|2020,6,20,19,3,0|2020,6,20,19,3,0|2020,6,20,19,3,1|2020,6,20,19,3,1|2020,6,20,19,3,0001444284|2020,6,20,19,3,0000000006|2020,6,20,19,3,19.9|
CD|||2020,6,20,19,33,1291|2020,6,20,19,33,0|2020,6,20,19,33,0|2020,6,20,19,33,0|2020,6,20,19,33,0|2020,6,20,19,33,0|2020,6,20,19,33,0|2020,6,20,19,33,0|2020,6,20,19,33,0|2020,6,20,19,33,0|2020,6,20,19,33,0|2020,6,20,19,33,0|2020,6,20,19,33,0|2020,6,20,19,33,0|2020,6,20,19,33,0|2020,6,20,19,33,0|2020,6,20,19,33,1|2020,6,20,19,33,1|2020,6,20,19,33,0001444330|2020,6,20,19,33,0000000006|2020,6,20,19,33,20.4|
